name,Standardized_Name,Brand,Category,Sub_Category,Micro_Category,Size_Weight,mrp
Nivea Shower Gel Lemon & Oil 500Ml,Nivea Lemon & Oil Shower Gel,Nivea,Personal Care,Bathing & Shower,Shower Gel,500ml,449
Nivea Dark Spot Reduction Fw 100 G,Nivea Dark Spot Reduction Fw,Nivea,Personal Care,Face Care,Face Care,100G,199
Nivea Deep Impact Fw 50 G,Nivea Deep Impact Face Wash,Nivea,Personal Care,Face Care,Face Wash,50g,99
Nivea Fresh Natural 50Ml,Nivea Fresh Natural Deodorant,Nivea,Personal Care,Deodorants & Perfumes,Roll-On Deodorant,50ml,199
Nivea Men Bw Vitality Fresh 250Ml,Nivea Men Vitality Fresh Body Wash,Nivea,Personal Care,Bathing & Shower,Body Wash,250ml,199
Nivea Men Fresh Active 50Ml,Nivea Men Fresh Active Deodorant,Nivea,Personal Care,Deodorants & Perfumes,Roll-On Deodorant,50ml,199
Nivea Oil Control Fw 100G,Nivea Oil Control Face Wash,Nivea,Personal Care,Face Care,Face Wash,100g,199
Nivea Oil Control Charcoal Fw 50 G,Nivea Oil Control Charcoal Face Wash,Nivea,Personal Care,Face Care,Face Wash,50g,99
Nivea Pure Talc 100Gm,Nivea Pure Talc,Nivea,Personal Care,Talcum & Body Powder,Talcum Powder,100g,99
Nutrela Soya Chunks,Nutrela Soya Chunks,Nutrela,"Atta, Rice & Dal",Soya Products,Soya Chunks,pc,15
Cold Pressed Groundnut Oil,Cold Pressed Groundnut Oil,Unknown,Masala & Dry Fruits,Cooking Oils,Cold Pressed Groundnut Oil,pc,490
Nutri Choice Cracker 300G,Nutri Choice Cracker Biscuits,Britannia,Snacks & Munchies,Biscuits & Cookies,Digestive Crackers,300g,50
Nutri Choice Digestive 200G,Nutri Choice Digestive Biscuits,Britannia,Snacks & Munchies,Biscuits & Cookies,Digestive Biscuits,200g,45
Nutri Choice Digestive 200G,Nutri Choice Digestive Biscuits,Britannia,Snacks & Munchies,Biscuits & Cookies,Digestive Biscuits,200g,50
5Star Chocolate,5 Star Chocolate,Cadbury,Sweet Tooth,Chocolates,Chocolate Bar,pc,5
Nutrela Soya Mini Chunks,Nutrela Soya Mini Chunks,Nutrela,"Atta, Rice & Dal",Soya Products,Soya Chunks,pc,15
Nutrichoice,Nutri Choice,Britannia,Snacks & Munchies,Biscuits & Cookies,Digestive Biscuits,250g,10
Nivea Shea Smooth 75Ml,Nivea Shea Smooth,Nivea,Personal Care,Skin Care,Body Cream,200ml,110
Nycil Classic 150+50=200G,Nescafe Classic Jar,Nescafe,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,50g,145
Nycil Gulabjal 150+50=200G,Nycil Gulab Jal Prickly Heat Powder,Nycil,Personal Care,Talcum & Body Powder,Prickly Heat Powder,200g,145
Nycil Powder Cool Classic 150G,Nycil Cool Classic Prickly Heat Powder,Nycil,Personal Care,Talcum & Body Powder,Prickly Heat Powder,150g,145
Nycil Sandal 150+50=200G,Nycil Sandalwood,Unknown,Personal Care,Face Care,Talcum Powder,60G,145
Nyle Dryness Hydration Shampoo 180Ml,Nyle Dryness Hydration Shampoo,Nyle,Personal Care,Hair Care,Shampoo,180ml,95
Nyle Shampoo Dryness Hydration 400Ml,Nyle Dryness Hydration Shampoo,Nyle,Personal Care,Hair Care,Shampoo,180ml,205
Nyle Volume Enhance 180Ml,Nyle Volume Enhance Shampoo,Nyle,Personal Care,Hair Care,Shampoo,180ml,95
Sing Gajak 250Gm,Singdana Gajak,Unknown,Sweet Tooth,Traditional Sweets,Gajak,250g,160
Old Spice Shaving Cream 70G,Old Spice Shaving Cream,Old Spice,Personal Care,Shaving & Grooming,Shaving Cream,70g,75
Only Black Salt 100G,Only Black Salt,Only,Masala & Dry Fruits,Masala & Spices,Black Salt,100g,99
Only Garlic Herb Bread 48G,Only Garlic Herb Bread Seasoning,Only,Masala & Dry Fruits,Masala & Spices,Herb Seasoning,48g,99
Only Paprika Powder 59G,Only Paprika Powder,Only,Masala & Dry Fruits,Masala & Spices,Paprika Powder,59g,99
Only Parsley 9Gm,Only Parsley Herb,Only,Masala & Dry Fruits,Masala & Spices,Dried Herbs,9g,99
Only Pasta Seasoning 30G,Only Pasta Seasoning,Only,Masala & Dry Fruits,Masala & Spices,Pasta Seasoning,30g,99
Only Pink Salt 100G,Only Pink Salt,Only,Masala & Dry Fruits,Masala & Spices,Pink Salt,100g,99
Only Pizza Seasoning 28G,Only Pizza Seasoning,Only,Masala & Dry Fruits,Masala & Spices,Pizza Seasoning,28g,99
Ariel Matic Fl Liq. 500Ml,Ariel Tl Matic Liquid,Ariel,Cleaning Essentials,Laundry,Detergent Powder,2L,148
Oreo Vanilla 120G,Oreo Vanilla,Cadbury,Snacks & Munchies,Biscuits & Cookies,Biscuits,46.3G,30
Oreo Chocolatey Sandwich Biscuits 120G,Oreo Chocolatey Sandwich Biscuits,Oreo,Snacks & Munchies,Biscuits & Cookies,Chocolate Sandwich Cookies,120g,35
Puro Salt 1Kg,Puro Iodised Salt,Puro,Masala & Dry Fruits,Salt Sugar & Jaggery,Iodised Salt,1kg,115
Parle G 100G,Parle G,Parle,Snacks & Munchies,Biscuits & Cookies,Biscuits,pc,10
Sp.Methi Chakali 200Gm,Special Methi Chakali,Unknown,Snacks & Munchies,Indian Snacks,Chakali,200g,70
Parle Hide & Seek Creame Sandwiches 400G,Parle Hide & Seek Cream Sandwiches,Parle,Snacks & Munchies,Biscuits & Cookies,Cream Sandwich Cookies,400g,140
Parle Monaco 200G,Parle Monaco Biscuits,Parle,Snacks & Munchies,Biscuits & Cookies,Salted Crackers,200g,40
Parle-G 100G,Parle-G Gold,Parle,Snacks & Munchies,Biscuits & Cookies,Biscuits,62g,10
Parle-G Gold 1Kg,Parle-G Gold,Parle,Snacks & Munchies,Biscuits & Cookies,Biscuits,62g,140
Parle-G Gold 75G,Parle-G Gold,Parle,Snacks & Munchies,Biscuits & Cookies,Biscuits,62g,10
Parachute Aloe Vera 250Ml,Parachute Aloe Vera,Parachute,Personal Care,Hair Care,Hair Oil,150ml,152
Pears Pure And Gentle Fw,Pears Pure & Gentle Soap,Pears,Personal Care,Bathing & Shower,Bathing Soap,100g,160
Pepsodent 21G,Pepsodent 2In1,Pepsodent,Personal Care,Oral Care,Toothpaste,pc,10
Pepsodent 2In1 80G,Pepsodent 2In1,Pepsodent,Personal Care,Oral Care,Toothpaste,pc,52
Pepsodent Germi Check 100G,Pepsodent Germi Check Toothpaste,Pepsodent,Personal Care,Oral Care,Toothpaste,100g,52
Pepsondent 58G,Pepsodent Gc,Pepsodent,Personal Care,Oral Care,Toothpaste,200G,20
Peri Peri Ketchup,Peri Peri Ketchup,Unknown,Snacks & Munchies,Dips & Spreads,Chilli Sauce,pc,75
Peri Peri Ketchup,Peri Peri Ketchup,Unknown,Snacks & Munchies,Dips & Spreads,Chilli Sauce,pc,99
Pears Soap 4N*125G,Pears Soap 4N*,Pears,Personal Care,Bath & Body,Bar Soap,125g,389
Parachute Aloe Vera 150Ml,Parachute Aloe Vera,Parachute,Personal Care,Hair Care,Hair Oil,150ml,102
Ariel Complete+ 500G+ 200G,Ariel Complete +,Ariel,Cleaning Essentials,Laundry,Detergent Powder,1.5kg,166
Pizza & Pasta Sauce,Pizza & Pasta Sauce,Unknown,Snacks & Munchies,Dips & Spreads,Pizza Sauce,pc,75
Pond'S Age Miracle 10G,Pond'S Age Miracle Cream,Pond's,Personal Care,Face Care,Anti-Ageing Cream,10g,105
Pond'S Bright Beauty Fw 100G,Pond'S Bright Beauty,Pond's,Personal Care,Skin Care,Moisturiser,15g,175
Pears Oil-Clear Glow 75G,Pears Oil-Clear Glow Soap,Pears,Personal Care,Bathing & Shower,Bathing Soap,75g,63
Pears Pure & Gentle Soap 100G,Pears Pure & Gentle Soap,Pears,Personal Care,Bathing & Shower,Bathing Soap,100g,58
Pond'S Dreamflower 100G,Pond'S Dreamflower,Pond's,Snacks & Munchies,Namkeen & Bhujia,Savoury Snacks,100G,110
Pond'S Dreamflower Talc 200G,Pond'S Dreamflower Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,215
Pond'S Juliet Rose 100Ml,Pond'S Juliet Rose Body Lotion,Pond's,Personal Care,Body Care,Body Lotion,99ml,99
Pond'S Magic Talc 50G,Pond'S Magic Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,50g,67
Pond'S Pure Detox Fw 50G,Pond'S Pure Detox Face Wash,Pond's,Personal Care,Face Care,Face Wash,50g,110
Pond'S Sandal Radiance Talc 100G,Pond'S Sandal Radiance Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,135
Pond'S Sandal Talc 100G,Pond'S Sandal Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,125
Pond'S Sandal Talc 50G,Pond'S Sandal Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,70
Pond'S Sandal Powder 100G,Pond'S Sandal Powder,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,135
Pond'S Starlight Talc 100G,Pond'S Starlight Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,120
Pond'S Starlight Talc 300G,Pond'S Starlight Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,310
Pond'S Starlight Talc 50G,Pond'S Starlight Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,100g,60
Pond'S Super Light Gel 25G,Pond'S Super Light Gel,Pond's,Personal Care,Face Care,Moisturiser Gel,25g,49
Pond'S Talc 25G,Pond'S Talc,Pond's,Personal Care,Talcum & Body Powder,Talcum Powder,25g,10
Pond'S Triple Vitamin 100Ml,Pond'S Triple Vitamin Moisturiser,Pond's,Personal Care,Body Care,Body Lotion,100ml,90
Pond'S White Beauty 23G,Pond'S White Beauty Cream,Pond's,Personal Care,Face Care,Face Cream,23g,80
Pond'S White Beauty 35G,Pond'S White Beauty Cream,Pond's,Personal Care,Face Care,Face Cream,23g,42
Ponds Bright Beauty Fw 50G,Pond'S Bright Beauty,Pond's,Personal Care,Skin Care,Moisturiser,15g,82
Seven Seeds 250G,Seven Seeds,Unknown,Snacks & Munchies,Namkeen & Mixtures,Sev & Shankarpali,pc,175
Pravin Mixed Pickle 200G,Pravin Mixed Pickle,Pravin,Masala & Dry Fruits,Pickles & Chutneys,Mixed Pickle,200g,60
Premium Veg Mayo,Premium Veg Mayo,Unknown,Snacks & Munchies,Dips & Spreads,Veg Mayonnaise,pc,119
Priyagold 150 Gm Plpch Zig Zag Classic Salted [Nsltcrk],Priyagold Zig Zag Classic Salted Biscuits,Priyagold,Snacks & Munchies,Biscuits & Cookies,Salted Crackers,150g,20
Choc Coin Chocolate,Choc Coin Chocolate,Unknown,Sweet Tooth,Chocolates,Assorted Chocolates,pc,240
Rin 500Gm,Halim500G,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,500g,54
Punjabi Moong Chakli 200Gm,Punjabi Moong Chakali,Unknown,Snacks & Munchies,Indian Snacks,Chakali,200g,70
Rm Dal Makhani 45G,Rm Dal Makhani Gravy Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Dal Makhani,45g,50
Rm Dum Aloo 45G,Rm Dum Aloo Gravy Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Dum Aloo,45g,50
Rm Nog Veg Kadhai 45G,Rm Veg Kadhai Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Vegetable Kadhai,45g,53
Rm Nog Methi Mutter Malai,Rm No Methi Mutter Malai Masala,RM,Masala & Dry Fruits,Spice Mixes,Curry Masala,pc,53
Rm Nog Veg Kolhapuri 45G,Rm Veg Kolhapuri Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Veg Kolhapuri,45g,53
Rm Paneer Butter Masala 45G,Rm Paneer Butter Masala,RM,Masala & Dry Fruits,Spice Mixes,Curry Masala,45g,50
Rm Paneer Makhanwala 45G,Rm Paneer Makhanwala Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Paneer Curry,45g,50
Pravin Mixed Pickle 500G,Pravin Mixed Pickle,Pravin,Masala & Dry Fruits,Pickles & Chutneys,Mixed Pickle,200g,126
Pravin Mango Pickle 500G,Pravin Mango Pickle,Pravin,Masala & Dry Fruits,Pickles & Chutneys,Mango Pickle,500g,135
Rin 500G,Halim500G,Unknown,Masala & Dry Fruits,Seeds & Herbs,Seeds & Dry Herbs,500g,56
Pravin Mix Pickle,Pravin Mixed Pickle,Pravin,Masala & Dry Fruits,Pickles & Chutneys,Mixed Pickle,200g,234
Rm Veg Biryani 45G,Rm Veg Biryani Mix,RM,Instant & Frozen Food,Instant Mixes,Biryani Mix,45g,50
Rm Veg Kadhai 45G,Rm Veg Kadhai Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Vegetable Kadhai,45g,50
Rm Veg Kolhapuri 45G,Rm Veg Kolhapuri Mix,RM,Instant & Frozen Food,Ready-To-Cook Curries,Veg Kolhapuri,45g,50
Rm Paneer Tikka Masala,Sm Paneer Tikka Masala,SM,Masala & Dry Fruits,Spice Mixes,Marinade Mix,50g,50
Rambandhu Lime Pickle 350G,Rambandhu Lime Pickle,Rambandhu,Masala & Dry Fruits,Pickles & Chutneys,Lemon Pickle,350g,85
Rambandhu Mixed Pickle 350G,Rambandhu Mixed Pickle,Rambandhu,Masala & Dry Fruits,Pickles & Chutneys,Mixed Pickle,350g,85
Real Litchi Juice 1 Lt,Real Litchi Juice,Real,Cold Drinks & Juices,Juices & Fruit Drinks,Fruit Juice,1L,110
Real Mango Juice 1Lt,Real Mango Juice,Real,Cold Drinks & Juices,Juices & Fruit Drinks,Fruit Juice,1L,105
Real Mixed Fruit Juice 1Lt,Real Mixed Fruit Juice,Real,Cold Drinks & Juices,Juices & Fruit Drinks,Fruit Juice,1L,115
Colgate Maxfresh Red 150G*2,Colgate Maxfresh Blue Gel,Colgate,Personal Care,Oral Care,Toothpaste,100g,285
Baking Soda 100G,Baking Soda,Unknown,Masala & Dry Fruits,Baking Ingredients,Baking Soda,100g,15
Red Labal Tea N/C Tea,Red Labal N/C Tea,Unknown,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,325
Red Label 1Kg,Red Label,Unknown,"Tea, Coffee & Health Drinks",Tea,Blended Tea,pc,570
Sp.Nachni Chakli 200Gm,Nachni Chakli,Unknown,Snacks & Munchies,Farsan & Chakli,Nachni Chakli,pc,70
Red Lebal Tea,Red Labal Tea,Red Label,"Tea, Coffee & Health Drinks",Tea,Loose Leaf Tea,100G,145
Rin Ala.,Rin Ala,Rin,Cleaning Essentials,Laundry,Fabric Whitener,200ml,89
Rin Bars 4N,Rin Bar 6,Rin,Cleaning Essentials,Laundry,Detergent Bar,pc,100
Red Label 250G,Red Label,Unknown,"Tea, Coffee & Health Drinks",Tea,Blended Tea,pc,150
Ariel 1.5Kg,Ariel,Ariel,Cleaning Essentials,Laundry,Detergent Powder,5kg,369
Red Labal Tea,Red Labal Tea,Red Label,"Tea, Coffee & Health Drinks",Tea,Loose Leaf Tea,100G,40
Red Label 500Gm,Red Label,Unknown,"Tea, Coffee & Health Drinks",Tea,Blended Tea,pc,300
Rin Soap 130G,Rin Soap,Unknown,Personal Care,Bath & Body,Bathing Soap,250G,10
Samrat Maida500G,Samrat Maida,Samrat,"Atta, Rice & Dal",Atta & Flour,Maida,500g,36
Rin Powder 1Kg,Elachi Powder 100,Unknown,Masala & Dry Fruits,Whole Spices,Cardamom,pc,110
Spin&Digest,Sunfeast Digestive,Sunfeast,Snacks & Munchies,Namkeen & Mixtures,Namkeen,pc,75
Rin Ala 200 Ml,Rin Ala,Rin,Cleaning Essentials,Laundry,Fabric Whitener,200ml,45
Saffola Honey 100Gm8901088075602,Saffola Honey,Saffola,Masala & Dry Fruits,Honey & Natural Sweeteners,Honey,100g,65
Sagar Pure Ghee 1L,Sagar Pure Ghee,Sagar,"Dairy, Bread & Eggs",Ghee,Cow Ghee,1L,540
Sagar Pure Ghee 500Ml,Sagar Pure Ghee,Sagar,"Dairy, Bread & Eggs",Ghee,Cow Ghee,1L,265
Nandini Ghee 1 Litre,Nandini Ghee,Nandini,"Dairy, Bread & Eggs",Ghee,Cow Ghee,1L,720
Chees Cube 1P 18,Cheese Cube,Unknown,"Dairy, Bread & Eggs",Cheese,Processed Cheese Cube,pc,18
Sensodyne 75 Gm Cdb Fresh Mint With Floride,Sensodyne Cdb Fresh Gel With Fluoride,Sensodyne,Personal Care,Oral Care,Toothpaste,75g,125
Sp.Butter Chakli 200Gm,Butter Chakali,Unknown,Snacks & Munchies,Indian Snacks,Chakali,200g,70
Riso Rice Bran Oil 1L,Riso Rice Bran Oil,Riso,Masala & Dry Fruits,Cooking Oils,Rice Bran Oil,1L,190
Saffola Gold 1L,Saffola Gold,Saffola,"Atta, Rice & Dal",Cooking Oils,Cooking Oil,1L,199
Saffola Masala Oats- Classic Masala -40G,Saffola Masala Oats- Classic Masala -,Saffola,"Tea, Coffee & Health Drinks",Health Drinks & Mixes,Oats & Cereals,40g,18
San Vito Durum Wheat Pasta Chiferi Rigatti N49 500 G,San Vito Durum Wheat Pasta Chiferi Rigatti N49,San Vito,Instant & Frozen Food,Noodles & Pasta,Pasta,500g,180
Hakanoodles 1+1,Keya Hakka Noodles,Keya,Instant & Frozen Food,Instant Noodles,Hakka Noodles,pc,50
Schezwan Chilli Garlic Sauce,Schezwan Chilli Garlic Sauce,Unknown,Snacks & Munchies,Dips & Spreads,Schezwan Sauce,pc,75
Schezwan Chilli Garlic Sauce,Schezwan Chilli Garlic Sauce,Unknown,Snacks & Munchies,Dips & Spreads,Schezwan Sauce,pc,99
Schezwan Fried Rice Masala,Schezwan Fried Rice Masala,Unknown,Masala & Dry Fruits,Masala & Spices,Blended Masala,pc,10
Seviyan 200G,Seviyan,Unknown,Snacks & Munchies,Namkeen & Mixtures,Sev & Shankarpali,200g,40
Sensodyne Repair & Protect 70G,Sensodyne Repair & Protect,Sensodyne,Personal Care,Oral Care,Toothpaste,100g,195
Kaju 500Gm,Kaju 250Gf,Unknown,Masala & Dry Fruits,Dry Fruits,Dry Fruits,pc,800
Society Tea 250Gm,Society Tea,Society,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Blended Tea,250g,155
Society,Society,Society,"Tea, Coffee & Health Drinks",Tea,Blended Tea,pc,570
Sriracha Mayo,Sriracha Mayo,Unknown,Snacks & Munchies,Dips & Spreads,Mayonnaise,pc,119
Sunny Finel 200Ml,Sunny Finel,Unknown,Cleaning Essentials,Floor & Surface Cleaners,Floor Cleaner,1L,65
Sugar Free Natura 100G,Sugar Free Natura Sweetener,Sugar Free,Masala & Dry Fruits,Sugar & Jaggery,Low Calorie Sweetener,100g,150
Sunny Finel 500Ml,Sunny Finel,Unknown,Cleaning Essentials,Floor & Surface Cleaners,Floor Cleaner,1L,150
Sunfeast Marie Light 243G,Sunfeast Marie Light Biscuit,Sunfeast,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,57.4g,40
Sunfeast Marie Light 186G,Sunfeast Marie Light Biscuit,Sunfeast,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,57.4g,25
Sunny Finel 1L,Sunny Finel,Unknown,Cleaning Essentials,Floor & Surface Cleaners,Floor Cleaner,1L,285
Sunfeast Dark Fantasy Choco Fills 75 Gms,Sunfeast Dark Fantasy Choco Fills,Sunfeast,Snacks & Munchies,Biscuits & Cookies,Choco Filled Cookies,75g,40
Society Tea,Society Tea,Society,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Blended Tea,250g,310
Suffa Toast 200G,Suffa Toast,Unknown,Snacks & Munchies,Biscuits & Cookies,Toast Biscuit,200g,60
Sunsilk Black Shine 180Ml,Sunsilk Black Shine,Sunsilk,Personal Care,Hair Care,Shampoo,80ml,135
India Gate 1Kg,India Gate Basmati,India Gate,Masala & Dry Fruits,Masalas & Spices,Whole & Ground Spices,1kg,252
Sunsilk Perfect Straight Shampoo 340Ml,Sunsilk Perfect Straight Shampoo,Sunsilk,Personal Care,Hair Care,Shampoo,340ml,180
Sooper Kesar Basundi,Sooper Kesar Basundi,Sooper,Sweet Tooth,Instant Sweets,Instant Basundi Mix,pc,100
Sunsilk Thick & Long 180Ml,Sunsilk Thick & Long,Sunsilk,Snacks & Munchies,Namkeen & Mixtures,Namkeen,80ml,132
Sunsilk Thick & Long Shampoo 360Ml,Sunsilk Thick & Long Shampoo,Sunsilk,Personal Care,Hair Care,Shampoo,180ml,269
Shikekai 75G,Shikekai,Unknown,Personal Care,Bath & Body,Bar Soap,75g,38
Surf Excel Bar 84G,Surf Excel Bar 4U*,Surf Excel,Cleaning Essentials,Laundry,Detergent Bar,200g,10
Surf Excel Ew Liquid 1L,Surf Excel Matic Liquid,Surf Excel,Cleaning Essentials,Laundry Detergents,Liquid Detergent,1L,199
Surf Excel Easy Wash 1Kg,Surf Excel Easy Wash,Surf Excel,Cleaning Essentials,Laundry Detergents,Detergent Powder,1kg,150
Surf Excel Ew 500G,Surf Excel Ew,Surf Excel,Cleaning Essentials,Laundry,Liquid Detergent,1kg,75
Surf Excel Liquid Fl 1L,Surf Excel Liquid Top Load,Surf Excel,Cleaning Essentials,Laundry Liquids,Matic Liquid Detergent,2L,225
Surf Excel Top Load 1L,Surf Excel Matic Top Load,Surf Excel,Cleaning Essentials,Laundry,Liquid Detergent,500ml,210
Svitemblica Amla Lemon,Svitemblica Amla,Svitemblica,Pharma & Wellness,Supplements,Herbal Supplement,pc,160
Svitemblica Amla Mango,Svitemblica Amla,Svitemblica,Pharma & Wellness,Supplements,Herbal Supplement,pc,160
Sweekar Refinedsunflower,Sweekar Refined Sunflower Oil,Sweekar,Masala & Dry Fruits,Cooking Oils,Sunflower Oil,pc,170
Sweet Chilli Garlic Sauce,Sweet Chilli Garlic Sauce,Unknown,Snacks & Munchies,Dips & Spreads,Chilli Garlic Sauce,pc,99
Surabhi Nog Ketchup 900G,Surabhi Nog Ketchup,Surabhi,Instant & Frozen Food,Sauces & Ketchup,Tomato Ketchup,900g,130
Surabhi Classic Ketchup 900G,Surabhi Classic Ketchup,Surabhi,Snacks & Munchies,Dips & Spreads,Tomato Ketchup,900g,140
Surabhi Schezwan Chutney 250G,Surabhi Schezwan Chutney,Surabhi,Snacks & Munchies,Dips & Spreads,Schezwan Chutney,250g,95
Roasted Chana 100G,Roasted Chana,Unknown,Snacks & Munchies,Namkeen & Bhel,Roasted Chana,100g,30
Sweet Chilli Garlic Sauce,Sweet Chilli Garlic Sauce,Unknown,Snacks & Munchies,Dips & Spreads,Chilli Garlic Sauce,pc,75
Tajmahal Tea Bag Bx 25P,Tajmahal Tea Bag Bx 25P,Unknown,"Tea, Coffee & Health Drinks",Tea,Tea Bags,pc,75
Svitemblica Amla Orange,Svit Emblica Amla Orange Juice,Svit Emblica,Cold Drinks & Juices,Juices & Fruit Drinks,Amla Juice,pc,185
Surabhi Date Tamarind Chutney 100G,Surabhi Date Tamarind Chutney,Surabhi,Snacks & Munchies,Dips & Spreads,Tamarind Chutney,100g,30
Dimond Sing Israeli,Diamond Singh Israeli Snack,Unknown,Snacks & Munchies,Namkeen & Bhel,Roasted Snack,pc,120
Tang Mango 75Gm,Kissan Mango Jam,Kissan,Snacks & Munchies,Dips & Spreads,Fruit Jam,490g,30
Tang Orange 75Gm,Tang Orange Drink Mix,Tang,"Tea, Coffee & Health Drinks",Health & Energy Drinks,Instant Drink Powder,75g,30
Sugar Free Lemon Ginger 500Ml,Sugar Free Lemon Ginger Drink,Sugar Free,Cold Drinks & Juices,Juices & Fruit Drinks,Sugar Free Juice,500ml,199
Tigar Crunch,Tiger Krunch,Unknown,Snacks & Munchies,Biscuits & Cookies,Biscuits,60G,10
Treat,Wheat,Unknown,"Atta, Rice & Dal",Atta,Wheat Atta,1kg,20
Twelve Star,Twelve Star Biscuits,Unknown,Snacks & Munchies,Biscuits & Cookies,Marie Biscuits,pc,80
Taaza Masala 250G,Taaza Masala,Taaza,"Tea, Coffee & Health Drinks",Tea,Loose Leaf Tea,250G,70
Taj Mahal Tea. Bag,Taj Mahal Tea Bags,Taj Mahal,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Premium Tea Bags,pc,210
Taj Mahal Tea. Bag,Taj Mahal Tea Bags,Taj Mahal,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Premium Tea Bags,pc,75
Tata Tea Premium,Tata Tea Premium,Tata Tea,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Blended Tea,pc,155
Talod Moong Bhajiya,Talod Moong Bhajiya Mix,Talod,Instant & Frozen Food,Instant Mixes,Bhajiya Mix,pc,135
Tandoori Sauce,Tandoori Sauce,Unknown,Snacks & Munchies,Dips & Spreads,Tandoori Sauce,pc,99
Tandoori Mayo,Tandoori Mayo,Unknown,Snacks & Munchies,Dips & Spreads,Mayonnaise,pc,75
Tang Lemon 75Gm,Tang Lemon,Tang,"Tea, Coffee & Health Drinks",Instant Drinks,Instant Drink Powder,500g,30
Tata Tea Agni,Tata Tea Agni,Tata Tea,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Strong Blended Tea,pc,65
Taj Mahal Tea Bags,Taj Mahal Tea Bags,Taj Mahal,"Tea, Coffee & Health Drinks",Loose & Packaged Tea,Premium Tea Bags,pc,220
Thousand Islane,Thousand Island Dressing,Unknown,Snacks & Munchies,Dips & Spreads,Salad Dressing,pc,119
Tej Mustard Oil 1L,Tej Mustard Oil,Tej,Masala & Dry Fruits,Cooking Oils,Mustard Oil,1L,230
Masala Kela Wafer 200G,Masala Banana Wafers,Unknown,Snacks & Munchies,Chips & Crisps,Banana Chips,200g,80
Vandevi Hing 100G,Vandevi Hing,Vandevi,Masala & Dry Fruits,Masala & Spices,Asafoetida,100g,160
Treat Croissant,Treat Croissant Biscuits,Britannia,Snacks & Munchies,Biscuits & Cookies,Cream Biscuits,pc,20
Tresemme Hd Shampoo 185Ml,Tresemme Hd Shampoo,TRESemme,Personal Care,Hair Care,Shampoo,185ml,180
Tresemme Ks Shampoo 185Ml,Tresemme Hd Shampoo,TRESemme,Personal Care,Hair Care,Shampoo,185ml,150
Tresemme Pp Shampoo 180Ml,Tresemme Hd Shampoo,TRESemme,Personal Care,Hair Care,Shampoo,185ml,190
Tresemme Ss Conditioner 190Ml,Tresemme Hydra Conditioner,TRESemmé,Personal Care,Hair Care,Conditioner,190ml,195
Tresemme Ss Shasmpoo 185Ml,Tresemme Hd Shampoo,TRESemme,Personal Care,Hair Care,Shampoo,185ml,190
Tresemme Tf Shampoo 180Ml,Tresemme Hd Shampoo,TRESemme,Personal Care,Hair Care,Shampoo,185ml,130
Unibic Butter Cookies 75G,Unibic Butter Cookies,Unibic,Snacks & Munchies,Biscuits & Cookies,Butter Cookies,75g,30
Unibic Choco Nut Cookies 75G,Unibic Choco Nut Cookies,Unibic,Snacks & Munchies,Biscuits & Cookies,Nut Cookies,75g,30
Unibic Fruit & Nut Cookies 75G,Unibic Fruit & Nut Cookies,Unibic,Snacks & Munchies,Biscuits & Cookies,Fruit & Nut Cookies,75g,30
Unibic Choco Chip Cookies 75G,Unibic Choco Chip Cookies,Unibic,Snacks & Munchies,Biscuits & Cookies,Choco Chip Cookies,75g,27
Vanish Liq.,Vanish Liquid.,Vanish,Cleaning Essentials,Laundry,Stain Remover,pc,279
